,AllTags,tags_list,corrected_tags_list,.net,asp.net,c,c#,c++,css,database,html,java,javascript,language-agnostic,linux,mysql,performance,php,python,ruby,sql,sql-server,svn,unit-testing,visual-studio,windows,winforms,xml
1784,.net string,"['.net', 'string']",['.net'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1785,c# coding-style,"['c#', 'coding-style']",['c#'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1786,functional-programming glossary paradigms procedural-programming,"['functional-programming', 'glossary', 'paradigms', 'procedural-programming']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1787,algorithm math prime-factoring,"['algorithm', 'math', 'prime-factoring']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1788,css asp.net themes,"['css', 'asp.net', 'themes']","['css', 'asp.net']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1789,version-control,['version-control'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1790,apache-flex actionscript-3 flash,"['apache-flex', 'actionscript-3', 'flash']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1791,c# .net,"['c#', '.net']","['c#', '.net']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1792,python windows process subprocess fork,"['python', 'windows', 'process', 'subprocess', 'fork']","['python', 'windows']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1793,java jakarta-ee gigaspaces,"['java', 'jakarta-ee', 'gigaspaces']",['java'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1794,java collections,"['java', 'collections']",['java'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1795,visual-studio-2008 unit-testing,"['visual-studio-2008', 'unit-testing']",['unit-testing'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1796,dsl finance,"['dsl', 'finance']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1797,windows-vista,['windows-vista'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1798,wcf,['wcf'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1799,asp.net iis iis-6,"['asp.net', 'iis', 'iis-6']",['asp.net'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800,algorithm math trigonometry geography,"['algorithm', 'math', 'trigonometry', 'geography']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1801,.net gac,"['.net', 'gac']",['.net'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1802,search audio speech-recognition,"['search', 'audio', 'speech-recognition']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1803,windows active-directory active-directory-group,"['windows', 'active-directory', 'active-directory-group']",['windows'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1804,open-source tdd,"['open-source', 'tdd']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1805,asp.net report,"['asp.net', 'report']",['asp.net'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1806,unit-testing testing process,"['unit-testing', 'testing', 'process']",['unit-testing'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1807,.net datetime nlp,"['.net', 'datetime', 'nlp']",['.net'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1808,.net visual-studio performance resharper,"['.net', 'visual-studio', 'performance', 'resharper']","['.net', 'visual-studio', 'performance']",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1809,oop class-design program-structure,"['oop', 'class-design', 'program-structure']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1810,database postgresql database-design crud audit-trail,"['database', 'postgresql', 'database-design', 'crud', 'audit-trail']",['database'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1811,c# refactoring,"['c#', 'refactoring']",['c#'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1812,windows vb6 installation,"['windows', 'vb6', 'installation']",['windows'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1813,java templates struts velocity,"['java', 'templates', 'struts', 'velocity']",['java'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1814,wcf web-services,"['wcf', 'web-services']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1815,asp.net-mvc coding-style refactoring,"['asp.net-mvc', 'coding-style', 'refactoring']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1816,python ruby git lines-of-code,"['python', 'ruby', 'git', 'lines-of-code']","['python', 'ruby']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1817,c++ opengl glut,"['c++', 'opengl', 'glut']",['c++'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1818,algorithm language-agnostic,"['algorithm', 'language-agnostic']",['language-agnostic'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819,algorithm image image-processing image-recognition,"['algorithm', 'image', 'image-processing', 'image-recognition']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1820,qa pair-programming,"['qa', 'pair-programming']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1821,performance recursion,"['performance', 'recursion']",['performance'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1822,web-services rest,"['web-services', 'rest']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1823,ruby serialization lambda proc-object,"['ruby', 'serialization', 'lambda', 'proc-object']",['ruby'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1824,markdown markup glossary,"['markdown', 'markup', 'glossary']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1825,visual-studio svn version-control visualsvn ankhsvn,"['visual-studio', 'svn', 'version-control', 'visualsvn', 'ankhsvn']","['visual-studio', 'svn']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1826,javascript safari,"['javascript', 'safari']",['javascript'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1827,windows visual-studio licensing,"['windows', 'visual-studio', 'licensing']","['windows', 'visual-studio']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1828,c++ linux ide,"['c++', 'linux', 'ide']","['c++', 'linux']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1829,php arrays class,"['php', 'arrays', 'class']",['php'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1830,c# .net asp.net-mvc castle-monorail,"['c#', '.net', 'asp.net-mvc', 'castle-monorail']","['c#', '.net']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1831,sql language-agnostic cursor,"['sql', 'language-agnostic', 'cursor']","['sql', 'language-agnostic']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1832,hadoop hbase hive,"['hadoop', 'hbase', 'hive']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1833,c# sql sql-server sql-server-2005,"['c#', 'sql', 'sql-server', 'sql-server-2005']","['c#', 'sql', 'sql-server']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1834,java annotations glossary,"['java', 'annotations', 'glossary']",['java'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1835,c# code-injection,"['c#', 'code-injection']",['c#'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1836,c# .net,"['c#', '.net']","['c#', '.net']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1837,c# file copy,"['c#', 'file', 'copy']",['c#'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1838,language-agnostic oop,"['language-agnostic', 'oop']",['language-agnostic'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1839,functional-programming paradigms glossary,"['functional-programming', 'paradigms', 'glossary']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1840,ruby-on-rails ruby authentication,"['ruby-on-rails', 'ruby', 'authentication']",['ruby'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1841,ruby shoes irc,"['ruby', 'shoes', 'irc']",['ruby'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1842,c# .net file-io,"['c#', '.net', 'file-io']","['c#', '.net']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1843,model-view-controller web-frameworks,"['model-view-controller', 'web-frameworks']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1844,c exception-handling language-agnostic goto,"['c', 'exception-handling', 'language-agnostic', 'goto']","['c', 'language-agnostic']",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1845,.net security,"['.net', 'security']",['.net'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1846,sql-server tsql pivot,"['sql-server', 'tsql', 'pivot']",['sql-server'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1847,database internationalization globalization street-address,"['database', 'internationalization', 'globalization', 'street-address']",['database'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1848,model-view-controller mvp passive-view architectural-patterns,"['model-view-controller', 'mvp', 'passive-view', 'architectural-patterns']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1849,silverlight,['silverlight'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1850,list dictionary profanity,"['list', 'dictionary', 'profanity']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1851,parsing ocaml grammar yacc,"['parsing', 'ocaml', 'grammar', 'yacc']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1852,windows svn,"['windows', 'svn']","['windows', 'svn']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1853,sql-server-2005 tsql,"['sql-server-2005', 'tsql']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1854,c++ boolean bitwise-operators,"['c++', 'boolean', 'bitwise-operators']",['c++'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1855,perl wikipedia lwp,"['perl', 'wikipedia', 'lwp']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1856,java,['java'],['java'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1857,ruby-on-rails ruby gem,"['ruby-on-rails', 'ruby', 'gem']",['ruby'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1858,visual-studio build-automation,"['visual-studio', 'build-automation']",['visual-studio'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1859,java web-frameworks rich-internet-application,"['java', 'web-frameworks', 'rich-internet-application']",['java'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1860,visual-studio vim ide editor,"['visual-studio', 'vim', 'ide', 'editor']",['visual-studio'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1861,oop,['oop'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1862,php include,"['php', 'include']",['php'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1863,encapsulation abstraction glossary ooad information-hiding,"['encapsulation', 'abstraction', 'glossary', 'ooad', 'information-hiding']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1864,javascript design-patterns singleton strategy-pattern factory-method,"['javascript', 'design-patterns', 'singleton', 'strategy-pattern', 'factory-method']",['javascript'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1865,c# .net file io,"['c#', '.net', 'file', 'io']","['c#', '.net']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1866,linux operating-system kernel bsd osdev,"['linux', 'operating-system', 'kernel', 'bsd', 'osdev']",['linux'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1867,php performance high-load,"['php', 'performance', 'high-load']","['php', 'performance']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1868,javascript eclipse plugins editor,"['javascript', 'eclipse', 'plugins', 'editor']",['javascript'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1869,svn vb6,"['svn', 'vb6']",['svn'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1870,api blogs,"['api', 'blogs']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1871,java html regex xss,"['java', 'html', 'regex', 'xss']","['java', 'html']",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1872,web-applications assemblies versioning,"['web-applications', 'assemblies', 'versioning']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1873,c# .net rss atom-feed,"['c#', '.net', 'rss', 'atom-feed']","['c#', '.net']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1874,firefox firefox-addon add-on,"['firefox', 'firefox-addon', 'add-on']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1875,sql-server,['sql-server'],['sql-server'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1876,xna artificial-intelligence,"['xna', 'artificial-intelligence']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1877,build-process build-automation,"['build-process', 'build-automation']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1878,javascript jquery string escaping,"['javascript', 'jquery', 'string', 'escaping']",['javascript'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1879,asp.net javascript html,"['asp.net', 'javascript', 'html']","['asp.net', 'javascript', 'html']",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1880,.net memory,"['.net', 'memory']",['.net'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1881,javascript settimeout,"['javascript', 'settimeout']",['javascript'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1882,c for-loop post-increment pre-increment,"['c', 'for-loop', 'post-increment', 'pre-increment']",['c'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1883,java xml,"['java', 'xml']","['java', 'xml']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1884,c gcc for-loop,"['c', 'gcc', 'for-loop']",['c'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1885,c performance optimization post-increment pre-increment,"['c', 'performance', 'optimization', 'post-increment', 'pre-increment']","['c', 'performance']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1886,c memory,"['c', 'memory']",['c'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1887,c++ performance oop post-increment pre-increment,"['c++', 'performance', 'oop', 'post-increment', 'pre-increment']","['c++', 'performance']",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1888,sql,['sql'],['sql'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1889,python windows cmd,"['python', 'windows', 'cmd']","['python', 'windows']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1890,php unit-testing user-interface simpletest,"['php', 'unit-testing', 'user-interface', 'simpletest']","['php', 'unit-testing']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1891,.net windows registry,"['.net', 'windows', 'registry']","['.net', 'windows']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1892,debugging firefox visual-studio-2005,"['debugging', 'firefox', 'visual-studio-2005']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1893,ssas olap mdx,"['ssas', 'olap', 'mdx']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1894,unit-testing language-agnostic tdd,"['unit-testing', 'language-agnostic', 'tdd']","['unit-testing', 'language-agnostic']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1895,java generics syntax,"['java', 'generics', 'syntax']",['java'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1896,.net wcf web-services,"['.net', 'wcf', 'web-services']",['.net'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1897,c++ functional-programming,"['c++', 'functional-programming']",['c++'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1898,c# colors rgb,"['c#', 'colors', 'rgb']",['c#'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1899,java java-io,"['java', 'java-io']",['java'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1900,html css firefox cross-browser,"['html', 'css', 'firefox', 'cross-browser']","['html', 'css']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1901,domain-driven-design,['domain-driven-design'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1902,build lisp common-lisp clisp,"['build', 'lisp', 'common-lisp', 'clisp']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1903,language-agnostic,['language-agnostic'],['language-agnostic'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1904,python binary io buffer,"['python', 'binary', 'io', 'buffer']",['python'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1905,php image,"['php', 'image']",['php'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1906,php html unicode internationalization,"['php', 'html', 'unicode', 'internationalization']","['php', 'html']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1907,algorithm correctness formal-methods formal-verification model-checking,"['algorithm', 'correctness', 'formal-methods', 'formal-verification', 'model-checking']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1908,php arrays,"['php', 'arrays']",['php'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1909,c# .net windows,"['c#', '.net', 'windows']","['c#', '.net', 'windows']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1910,javascript html,"['javascript', 'html']","['javascript', 'html']",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1911,sql optimization,"['sql', 'optimization']",['sql'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1912,java swift-mt,"['java', 'swift-mt']",['java'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1913,c# winforms,"['c#', 'winforms']","['c#', 'winforms']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1914,html css xhtml,"['html', 'css', 'xhtml']","['html', 'css']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1915,c# asp.net unit-testing mocking,"['c#', 'asp.net', 'unit-testing', 'mocking']","['c#', 'asp.net', 'unit-testing']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1916,regex language-agnostic seo friendly-url slug,"['regex', 'language-agnostic', 'seo', 'friendly-url', 'slug']",['language-agnostic'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1917,c posix signals sigprocmask,"['c', 'posix', 'signals', 'sigprocmask']",['c'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1918,c# c swig,"['c#', 'c', 'swig']","['c#', 'c']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1919,arrays hash language-agnostic,"['arrays', 'hash', 'language-agnostic']",['language-agnostic'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1920,c# vb.net .net-2.0,"['c#', 'vb.net', '.net-2.0']",['c#'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1921,wcf serialization soap domain-driven-design soa,"['wcf', 'serialization', 'soap', 'domain-driven-design', 'soa']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1922,language-agnostic nlp,"['language-agnostic', 'nlp']",['language-agnostic'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1923,c# .net vb.net winforms automated-tests,"['c#', '.net', 'vb.net', 'winforms', 'automated-tests']","['c#', '.net', 'winforms']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1924,c# .net string replace,"['c#', '.net', 'string', 'replace']","['c#', '.net']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1925,flash actionscript,"['flash', 'actionscript']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1926,javascript calendar,"['javascript', 'calendar']",['javascript'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1927,.net bignum,"['.net', 'bignum']",['.net'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1928,c# lambda,"['c#', 'lambda']",['c#'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1929,plugins content-management-system,"['plugins', 'content-management-system']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1930,java plugins plugin-architecture,"['java', 'plugins', 'plugin-architecture']",['java'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1931,css abstraction,"['css', 'abstraction']",['css'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1932,c# .net performance reflection,"['c#', '.net', 'performance', 'reflection']","['c#', '.net', 'performance']",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1933,sql stored-procedures db2,"['sql', 'stored-procedures', 'db2']",['sql'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1934,c++ c boolean standards,"['c++', 'c', 'boolean', 'standards']","['c++', 'c']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1935,asp.net html vb.net,"['asp.net', 'html', 'vb.net']","['asp.net', 'html']",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1936,java unix windows-services daemon,"['java', 'unix', 'windows-services', 'daemon']",['java'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1937,java model-view-controller master-pages,"['java', 'model-view-controller', 'master-pages']",['java'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1938,synchronization security rsync,"['synchronization', 'security', 'rsync']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1939,java memory resources system,"['java', 'memory', 'resources', 'system']",['java'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1940,sorting big-o,"['sorting', 'big-o']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1941,java cross-platform shutdown,"['java', 'cross-platform', 'shutdown']",['java'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1942,asp.net dynamic-data,"['asp.net', 'dynamic-data']",['asp.net'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
