,AllTags,tags_list,corrected_tags_list
2074,pdf latex comments rights-management texnic-center,"['pdf', 'latex', 'comments', 'rights-management', 'texnic-center']",[]
2075,c++ memory pointers,"['c++', 'memory', 'pointers']",['c++']
2076,database deadlock glossary,"['database', 'deadlock', 'glossary']",['database']
2077,javascript object undefined object-property,"['javascript', 'object', 'undefined', 'object-property']",['javascript']
2078,java colors rgb gradient,"['java', 'colors', 'rgb', 'gradient']",['java']
2079,python translation pypy,"['python', 'translation', 'pypy']",['python']
2080,simulator assembly,"['simulator', 'assembly']",[]
2081,c# file recursion,"['c#', 'file', 'recursion']",['c#']
2082,java exception checked-exceptions,"['java', 'exception', 'checked-exceptions']",['java']
2083,java overriding equals hashcode,"['java', 'overriding', 'equals', 'hashcode']",['java']
2084,php unicode sms gsm,"['php', 'unicode', 'sms', 'gsm']",['php']
2085,c++ stl,"['c++', 'stl']",['c++']
2086,c# trace,"['c#', 'trace']",['c#']
2087,unix shell,"['unix', 'shell']",[]
2088,mfc macros trace,"['mfc', 'macros', 'trace']",[]
2089,c++ qt mfc,"['c++', 'qt', 'mfc']",['c++']
2090,javascript css,"['javascript', 'css']","['javascript', 'css']"
2091,database refactoring,"['database', 'refactoring']",['database']
2092,svn git version-control versioning,"['svn', 'git', 'version-control', 'versioning']",['svn']
2093,c++ windows linux filesystems,"['c++', 'windows', 'linux', 'filesystems']","['c++', 'windows', 'linux']"
2094,c# expression,"['c#', 'expression']",['c#']
2095,apache-flex macos,"['apache-flex', 'macos']",[]
2096,c# crash memory-dump,"['c#', 'crash', 'memory-dump']",['c#']
2097,regex language-agnostic url,"['regex', 'language-agnostic', 'url']",['language-agnostic']
2098,c# .net resources,"['c#', '.net', 'resources']","['c#', '.net']"
2099,.net attributes,"['.net', 'attributes']",['.net']
2100,c++ c mfc,"['c++', 'c', 'mfc']","['c++', 'c']"
2101,open-source,['open-source'],[]
2102,dependencies osgi build,"['dependencies', 'osgi', 'build']",[]
2103,video directx directshow mpeg,"['video', 'directx', 'directshow', 'mpeg']",[]
2104,mysql sql-server rdbms portability,"['mysql', 'sql-server', 'rdbms', 'portability']","['mysql', 'sql-server']"
2105,grails,['grails'],[]
2106,data-structures modeling,"['data-structures', 'modeling']",[]
2107,c++ c visualization,"['c++', 'c', 'visualization']","['c++', 'c']"
2108,sql-server temp-tables table-variable,"['sql-server', 'temp-tables', 'table-variable']",['sql-server']
2109,amazon-s3 amazon-web-services,"['amazon-s3', 'amazon-web-services']",[]
2110,regex doi,"['regex', 'doi']",[]
2111,asp.net image thumbnails,"['asp.net', 'image', 'thumbnails']",['asp.net']
2112,algorithm math maps latitude-longitude haversine,"['algorithm', 'math', 'maps', 'latitude-longitude', 'haversine']",[]
2113,xml xslt namespaces,"['xml', 'xslt', 'namespaces']",['xml']
2114,debugging symbols pdb-files,"['debugging', 'symbols', 'pdb-files']",[]
2115,ajax cookies httponly,"['ajax', 'cookies', 'httponly']",[]
2116,mysql sql mysql-error-1111,"['mysql', 'sql', 'mysql-error-1111']","['mysql', 'sql']"
2117,c++ windows dll,"['c++', 'windows', 'dll']","['c++', 'windows']"
2118,c++ pointers casting,"['c++', 'pointers', 'casting']",['c++']
2119,database performance oracle,"['database', 'performance', 'oracle']","['database', 'performance']"
2120,asp.net,['asp.net'],['asp.net']
2121,c++ casting rtti dynamic-cast,"['c++', 'casting', 'rtti', 'dynamic-cast']",['c++']
2122,c# wpf,"['c#', 'wpf']",['c#']
2123,php string,"['php', 'string']",['php']
2124,c++,['c++'],['c++']
2125,cuda cpu gpu gpgpu,"['cuda', 'cpu', 'gpu', 'gpgpu']",[]
2126,.net attributes,"['.net', 'attributes']",['.net']
2127,c++ performance file-organization,"['c++', 'performance', 'file-organization']","['c++', 'performance']"
2128,php python string,"['php', 'python', 'string']","['php', 'python']"
2129,visual-studio-2010 visual-studio visual-studio-2008 mstest,"['visual-studio-2010', 'visual-studio', 'visual-studio-2008', 'mstest']",['visual-studio']
2130,php mysql sql wordpress plugins,"['php', 'mysql', 'sql', 'wordpress', 'plugins']","['php', 'mysql', 'sql']"
2131,process personal-software-process,"['process', 'personal-software-process']",[]
2132,java ant,"['java', 'ant']",['java']
2133,jsp jspx,"['jsp', 'jspx']",[]
2134,java design-patterns singleton,"['java', 'design-patterns', 'singleton']",['java']
2135,ruby gem,"['ruby', 'gem']",['ruby']
2136,algorithm parsing equation,"['algorithm', 'parsing', 'equation']",[]
2137,c++ exception code-analysis,"['c++', 'exception', 'code-analysis']",['c++']
2138,.net macos vmware,"['.net', 'macos', 'vmware']",['.net']
2139,windows sockets network-monitoring,"['windows', 'sockets', 'network-monitoring']",['windows']
2140,colors color-scheme,"['colors', 'color-scheme']",[]
2141,python security,"['python', 'security']",['python']
2142,vb.net if-statement iif-function,"['vb.net', 'if-statement', 'iif-function']",[]
2143,android authentication proxy,"['android', 'authentication', 'proxy']",[]
2144,php post curl,"['php', 'post', 'curl']",['php']
2145,xml comparison xsd,"['xml', 'comparison', 'xsd']",['xml']
2146,dependency-injection,['dependency-injection'],[]
2147,.net vb.net if-statement iif-function,"['.net', 'vb.net', 'if-statement', 'iif-function']",['.net']
2148,asp.net jquery ajax,"['asp.net', 'jquery', 'ajax']",['asp.net']
2149,open-source,['open-source'],[]
2150,java import export,"['java', 'import', 'export']",['java']
2151,iphone ios app-store,"['iphone', 'ios', 'app-store']",[]
2152,c python,"['c', 'python']","['c', 'python']"
2153,linux ubuntu openid,"['linux', 'ubuntu', 'openid']",['linux']
2154,ruby-on-rails apache ssl,"['ruby-on-rails', 'apache', 'ssl']",[]
2155,c++ c ide compiler-construction,"['c++', 'c', 'ide', 'compiler-construction']","['c++', 'c']"
2156,c# .net performance datetime timer,"['c#', '.net', 'performance', 'datetime', 'timer']","['c#', '.net', 'performance']"
2157,c# asp.net,"['c#', 'asp.net']","['c#', 'asp.net']"
2158,editor tabs,"['editor', 'tabs']",[]
2159,metadata,['metadata'],[]
2160,python linux perl scripting filemaker,"['python', 'linux', 'perl', 'scripting', 'filemaker']","['python', 'linux']"
2161,html css textarea,"['html', 'css', 'textarea']","['html', 'css']"
2162,php performance caching,"['php', 'performance', 'caching']","['php', 'performance']"
2163,c# linq,"['c#', 'linq']",['c#']
2164,svn version-control,"['svn', 'version-control']",['svn']
2165,eclipse vim,"['eclipse', 'vim']",[]
2166,python refactoring,"['python', 'refactoring']",['python']
2167,cvs,['cvs'],[]
2168,windows-mobile scripting sysadmin administration,"['windows-mobile', 'scripting', 'sysadmin', 'administration']",[]
2169,visual-studio integration expression-studio,"['visual-studio', 'integration', 'expression-studio']",['visual-studio']
2170,java garbage-collection finalize,"['java', 'garbage-collection', 'finalize']",['java']
2171,ide slickedit,"['ide', 'slickedit']",[]
2172,c# linq functional-programming lambda,"['c#', 'linq', 'functional-programming', 'lambda']",['c#']
2173,sql-server performance indexing,"['sql-server', 'performance', 'indexing']","['sql-server', 'performance']"
2174,php xml dom,"['php', 'xml', 'dom']","['php', 'xml']"
2175,bash unix sorting ksh,"['bash', 'unix', 'sorting', 'ksh']",[]
2176,.net compiler-construction debugging,"['.net', 'compiler-construction', 'debugging']",['.net']
2177,c# types physics,"['c#', 'types', 'physics']",['c#']
2178,javascript compression,"['javascript', 'compression']",['javascript']
2179,java garbage-collection,"['java', 'garbage-collection']",['java']
2180,architecture rest soap,"['architecture', 'rest', 'soap']",[]
2181,sql-server monitoring,"['sql-server', 'monitoring']",['sql-server']
2182,python web-services soap,"['python', 'web-services', 'soap']",['python']
2183,security defensive-programming,"['security', 'defensive-programming']",[]
2184,database couchdb,"['database', 'couchdb']",['database']
2185,frameworks mapreduce glossary,"['frameworks', 'mapreduce', 'glossary']",[]
2186,xml unix parsing shell csv,"['xml', 'unix', 'parsing', 'shell', 'csv']",['xml']
2187,ruby-on-rails rails-activerecord named-scope,"['ruby-on-rails', 'rails-activerecord', 'named-scope']",[]
2188,database ms-access desktop,"['database', 'ms-access', 'desktop']",['database']
2189,javascript,['javascript'],['javascript']
2190,bash shell ssh ksh rsh,"['bash', 'shell', 'ssh', 'ksh', 'rsh']",[]
2191,.net regex,"['.net', 'regex']",['.net']
2192,language-agnostic oop programming-languages glossary,"['language-agnostic', 'oop', 'programming-languages', 'glossary']",['language-agnostic']
2193,testing automated-tests specifications faults,"['testing', 'automated-tests', 'specifications', 'faults']",[]
2194,requirements-management,['requirements-management'],[]
2195,.net data-binding,"['.net', 'data-binding']",['.net']
2196,c# excel,"['c#', 'excel']",['c#']
2197,bash ssh csh,"['bash', 'ssh', 'csh']",[]
2198,c# events delegates glossary,"['c#', 'events', 'delegates', 'glossary']",['c#']
2199,c# .net winforms gdi+ picturebox,"['c#', '.net', 'winforms', 'gdi+', 'picturebox']","['c#', '.net', 'winforms']"
2200,ruby-on-rails git deployment capistrano,"['ruby-on-rails', 'git', 'deployment', 'capistrano']",[]
2201,asp.net javascript jquery postback simplemodal,"['asp.net', 'javascript', 'jquery', 'postback', 'simplemodal']","['asp.net', 'javascript']"
2202,.net winforms events drag-and-drop,"['.net', 'winforms', 'events', 'drag-and-drop']","['.net', 'winforms']"
2203,c++ logging hex hexdump,"['c++', 'logging', 'hex', 'hexdump']",['c++']
2204,python xml,"['python', 'xml']","['python', 'xml']"
2205,html css firefox drop-down-menu html-select,"['html', 'css', 'firefox', 'drop-down-menu', 'html-select']","['html', 'css']"
2206,visual-studio,['visual-studio'],['visual-studio']
2207,version-control graphics versioning,"['version-control', 'graphics', 'versioning']",[]
2208,asp.net linq-to-sql,"['asp.net', 'linq-to-sql']",['asp.net']
2209,java hash hashmap,"['java', 'hash', 'hashmap']",['java']
2210,c# asp.net security web-applications file-io,"['c#', 'asp.net', 'security', 'web-applications', 'file-io']","['c#', 'asp.net']"
2211,c++ string boolean,"['c++', 'string', 'boolean']",['c++']
2212,javascript obfuscation,"['javascript', 'obfuscation']",['javascript']
2213,frameworks,['frameworks'],[]
2214,build-automation production,"['build-automation', 'production']",[]
2215,java eclipse swing gui-designer,"['java', 'eclipse', 'swing', 'gui-designer']",['java']
2216,c# reflection compact-framework,"['c#', 'reflection', 'compact-framework']",['c#']
2217,c arrays bit-shift bitset,"['c', 'arrays', 'bit-shift', 'bitset']",['c']
2218,java groovy,"['java', 'groovy']",['java']
2219,wii,['wii'],[]
2220,c# enums casting int,"['c#', 'enums', 'casting', 'int']",['c#']
2221,iis batch-file zip scripting logging,"['iis', 'batch-file', 'zip', 'scripting', 'logging']",[]
2222,java serialization log4j,"['java', 'serialization', 'log4j']",['java']
2223,ruby arrays,"['ruby', 'arrays']",['ruby']
2224,ruby,['ruby'],['ruby']
2225,visual-studio-2008 tdd mstest,"['visual-studio-2008', 'tdd', 'mstest']",[]
2226,python linux installation debian distutils,"['python', 'linux', 'installation', 'debian', 'distutils']","['python', 'linux']"
2227,performance pagination,"['performance', 'pagination']",['performance']
2228,c unix cross-platform process-management,"['c', 'unix', 'cross-platform', 'process-management']",['c']
2229,javascript events dom prototypejs clonenode,"['javascript', 'events', 'dom', 'prototypejs', 'clonenode']",['javascript']
2230,.net vb.net winforms,"['.net', 'vb.net', 'winforms']","['.net', 'winforms']"
2231,multithreading logging,"['multithreading', 'logging']",[]
2232,command-line powershell scripting,"['command-line', 'powershell', 'scripting']",[]
2233,c linux,"['c', 'linux']","['c', 'linux']"
2234,c# .net winforms,"['c#', '.net', 'winforms']","['c#', '.net', 'winforms']"
2235,c# .net sql-server error-handling,"['c#', '.net', 'sql-server', 'error-handling']","['c#', '.net', 'sql-server']"
2236,asp.net javascript sharepoint,"['asp.net', 'javascript', 'sharepoint']","['asp.net', 'javascript']"
2237,c# asp.net,"['c#', 'asp.net']","['c#', 'asp.net']"
2238,java documentation javadoc,"['java', 'documentation', 'javadoc']",['java']
2239,c# winforms,"['c#', 'winforms']","['c#', 'winforms']"
2240,sql oracle,"['sql', 'oracle']",['sql']
2241,.net wpf,"['.net', 'wpf']",['.net']
2242,javascript jquery cross-browser,"['javascript', 'jquery', 'cross-browser']",['javascript']
2243,c# data-binding,"['c#', 'data-binding']",['c#']
2244,java ejb,"['java', 'ejb']",['java']
2245,oracle database-administration,"['oracle', 'database-administration']",[]
2246,java jquery ajax jsp encoding,"['java', 'jquery', 'ajax', 'jsp', 'encoding']",['java']
2247,git macos version-control,"['git', 'macos', 'version-control']",[]
2248,asp.net versioning version-control,"['asp.net', 'versioning', 'version-control']",['asp.net']
2249,version-control tracking,"['version-control', 'tracking']",[]
2250,silverlight web-services,"['silverlight', 'web-services']",[]
2251,java deep-copy cloning,"['java', 'deep-copy', 'cloning']",['java']
2252,version-control tfs visual-sourcesafe vssconverter,"['version-control', 'tfs', 'visual-sourcesafe', 'vssconverter']",[]
2253,.net multithreading,"['.net', 'multithreading']",['.net']
2254,c# localization,"['c#', 'localization']",['c#']
2255,html regex perl,"['html', 'regex', 'perl']",['html']
2256,javascript asp.net ajax hashchange,"['javascript', 'asp.net', 'ajax', 'hashchange']","['javascript', 'asp.net']"
2257,c++ sockets udp,"['c++', 'sockets', 'udp']",['c++']
2258,javascript html,"['javascript', 'html']","['javascript', 'html']"
2259,continuous-integration integration-testing,"['continuous-integration', 'integration-testing']",[]
2260,c# unit-testing tdd mocking,"['c#', 'unit-testing', 'tdd', 'mocking']","['c#', 'unit-testing']"
2261,.net email smtp,"['.net', 'email', 'smtp']",['.net']
2262,language-agnostic,['language-agnostic'],['language-agnostic']
2263,javascript jquery html-entities,"['javascript', 'jquery', 'html-entities']",['javascript']
2264,c# linq-to-sql ms-access,"['c#', 'linq-to-sql', 'ms-access']",['c#']
2265,javascript jquery,"['javascript', 'jquery']",['javascript']
2266,xml xpath,"['xml', 'xpath']",['xml']
2267,regex language-agnostic,"['regex', 'language-agnostic']",['language-agnostic']
2268,javascript multithreading,"['javascript', 'multithreading']",['javascript']
2269,xml dom,"['xml', 'dom']",['xml']
2270,ios objective-c google-maps,"['ios', 'objective-c', 'google-maps']",[]
2271,oracle boolean sqldatatypes,"['oracle', 'boolean', 'sqldatatypes']",[]
2272,linux bash shell,"['linux', 'bash', 'shell']",['linux']
2273,asp.net-mvc,['asp.net-mvc'],[]
2274,.net filesystems,"['.net', 'filesystems']",['.net']
2275,c# geometry 2d computational-geometry,"['c#', 'geometry', '2d', 'computational-geometry']",['c#']
2276,sql database optimization indexing,"['sql', 'database', 'optimization', 'indexing']","['sql', 'database']"
2277,c# formatting build-automation,"['c#', 'formatting', 'build-automation']",['c#']
2278,php javascript regex,"['php', 'javascript', 'regex']","['php', 'javascript']"
2279,licensing ethernet drm activation,"['licensing', 'ethernet', 'drm', 'activation']",[]
2280,java editor,"['java', 'editor']",['java']
2281,css,['css'],['css']
2282,java .net service primitive,"['java', '.net', 'service', 'primitive']","['java', '.net']"
2283,vb.net visual-studio-2008 64-bit,"['vb.net', 'visual-studio-2008', '64-bit']",[]
2284,.net winforms,"['.net', 'winforms']","['.net', 'winforms']"
2285,c# json serialization date castle-monorail,"['c#', 'json', 'serialization', 'date', 'castle-monorail']",['c#']
